,LocalCidade,LocalUF,RegiaoBrasil,PopEstimada_2018,PopCenso_2010,IDHM,ReceitasRealizadas_2014,DespesasEmpenhadas_2014,Pib_2014
1496,CABROBO,PE,NE,33934,30873,0.623,65941,75479,9570.43
1497,CACHOEIRINHA,PE,NE,20258,18819,0.579,33332,31971,8127.86
1498,CAETES,PE,NE,28570,26577,0.522,50852,48128,6916.83
1500,CALUMBI,PE,NE,5753,5648,0.571,17331,15496,6424.48
1501,CAMARAGIBE,PE,NE,156736,144466,0.692,236069,191931,8949.64
1502,CAMOCIM DE SAO FELIX,PE,NE,18627,17104,0.588,34794,39415,7610.2
1503,CAMUTANGA,PE,NE,8530,8156,0.606,27928,28367,26329.84
1504,CANHOTINHO,PE,NE,24835,24521,0.541,48176,48283,6939.66
1505,CAPOEIRAS,PE,NE,20048,19593,0.549,54465,48869,7486.02
1506,CARNAIBA,PE,NE,19491,18574,0.583,42198,40238,7042.93
1507,CARNAUBEIRA DA PENHA,PE,NE,12836,11782,0.573,25520,24459,5199.87
1508,CARPINA,PE,NE,82872,74858,0.68,115558,112518,14580.53
1510,CASINHAS,PE,NE,14313,13766,0.567,31886,38555,5308.28
1511,CATENDE,PE,NE,42434,37820,0.609,62254,65889,6124.43
1512,CEDRO,PE,NE,11722,10778,0.615,28333,25621,6545.79
1513,CHA DE ALEGRIA,PE,NE,13428,12404,0.604,26818,28721,9422.83
1514,CHA GRANDE,PE,NE,21579,20137,0.599,42306,51366,7771.55
1515,CONDADO,PE,NE,26249,24282,0.602,45479,46912,7402.2
1517,CORTES,PE,NE,12596,12452,0.568,40709,43180,8258.59
1518,CUMARU,PE,NE,11635,17183,0.572,34483,30767,7325.89
1519,CUPIRA,PE,NE,24041,23390,0.592,41510,43746,9210.82
1521,DORMENTES,PE,NE,18734,16917,0.589,42742,39419,8752.42
1523,EXU,PE,NE,31885,31636,0.576,60921,59535,6581.24
1524,FEIRA NOVA,PE,NE,22013,20571,0.6,38912,34020,6838.6
1526,FERREIROS,PE,NE,14365,11430,0.622,26408,24852,7519.44
1528,FLORESTA,PE,NE,32556,29285,0.626,73722,62447,11290.98
1529,FREI MIGUELINHO,PE,NE,15366,14293,0.576,27942,23528,6025.2
1530,GAMELEIRA,PE,NE,30780,27912,0.602,41258,41979,7080.12
1531,GARANHUNS,PE,NE,138983,129408,0.664,242578,229791,14469.45
1532,GLORIA DO GOITA,PE,NE,30504,29019,0.604,43355,44567,15441.66
1533,GOIANA,PE,NE,79455,75644,0.651,177874,182412,49198.06
1534,GRANITO,PE,NE,7435,6855,0.595,22542,20200,7059.09
1535,GRAVATA,PE,NE,83437,76458,0.634,131430,133889,11403.35
1536,IATI,PE,NE,19152,18360,0.528,44686,39720,6956.89
1537,IBIMIRIM,PE,NE,29055,26954,0.552,48852,46687,7900.85
1538,IBIRAJUBA,PE,NE,7756,7534,0.58,17606,19914,6804.6
1539,IGARASSU,PE,NE,115640,102021,0.665,165609,156909,22272.55
1540,IGUARACI,PE,NE,12209,11779,0.598,24669,21903,5967.79
1541,INAJA,PE,NE,22840,19081,0.523,37274,36840,6390.27
1542,INGAZEIRA,PE,NE,4554,4496,0.608,17464,17612,8108.8
1544,IPUBI,PE,NE,30512,28120,0.55,52224,60922,7987.08
1545,ITACURUBA,PE,NE,4869,4369,0.595,29671,25138,10424.52
1546,ITAIBA,PE,NE,26390,26256,0.51,55418,51086,6595.71
1547,ILHA DE ITAMARACA,PE,NE,25836,21884,0.653,53016,53074,8533.75
1548,ITAMBE,PE,NE,36422,35398,0.575,60829,63853,10394.91
1549,ITAPETIM,PE,NE,13680,13881,0.592,33595,33074,6332.49
1551,ITAQUITINGA,PE,NE,16903,15692,0.586,42217,49222,8959.13
1552,JABOATAO DOS GUARARAPES,PE,NE,697636,644620,0.717,1053932,989659,19322.69
1553,JAQUEIRA,PE,NE,11668,11501,0.575,30503,31168,6760.64
1554,JATAUBA,PE,NE,17070,15819,0.53,31358,37393,6211.24
1555,JATOBA,PE,NE,14740,13963,0.645,29163,29476,7125.91
1556,JOAO ALFREDO,PE,NE,33563,30743,0.576,51439,55663,6536.64
1557,JOAQUIM NABUCO,PE,NE,16036,15773,0.554,37161,35606,6633.09
1558,JUCATI,PE,NE,11361,10604,0.55,26863,23954,7231.09
1559,JUPI,PE,NE,14747,13705,0.575,36507,34954,7803.92
1560,JUREMA,PE,NE,15323,14541,0.509,29578,29163,5959.76
1561,LAGOA DO CARRO,PE,NE,17886,16007,0.609,33723,31793,9278.94
1562,LAGOA DO ITAENGA,PE,NE,21397,20659,0.602,42797,39889,12383.22
1563,LAGOA DO OURO,PE,NE,13065,12132,0.525,32791,31385,7283.37
1564,LAGOA DOS GATOS,PE,NE,16262,15615,0.551,30795,31737,5736.98
1565,LAGOA GRANDE,PE,NE,25349,22760,0.597,54855,45515,10292.24
1566,LAJEDO,PE,NE,39982,36628,0.611,75762,70320,9302.39
1568,MACAPARANA,PE,NE,25278,23925,0.609,45711,48192,8875.81
1569,MACHADOS,PE,NE,15851,13596,0.578,31786,33152,6546.07
1570,MANARI,PE,NE,21085,18083,0.487,40363,38699,4988.35
1571,MARAIAL,PE,NE,11473,12230,0.534,26560,25132,6015.93
1572,MIRANDIBA,PE,NE,15308,14308,0.591,27654,26275,8428.62
1573,MORENO,PE,NE,62263,56696,0.652,97681,98108,9202.06
1574,NAZARE DA MATA,PE,NE,32366,30796,0.662,47912,51905,13030.5
1575,OLINDA,PE,NE,391835,377779,0.735,588344,559924,13515.06
1576,OROBO,PE,NE,23833,22878,0.61,47546,46897,10454.12
1577,OROCO,PE,NE,14827,13180,0.61,30355,33730,10728.62
1578,OURICURI,PE,NE,68939,64358,0.572,100124,110644,7407.32
1579,PALMARES,PE,NE,62994,59526,0.622,117642,131812,12577.36
1580,PALMEIRINA,PE,NE,7789,8189,0.549,23162,22106,7954.85
1581,PANELAS,PE,NE,26492,25645,0.569,58508,60331,6023.16
1583,PARNAMIRIM,PE,NE,21914,20224,0.599,42500,48651,7155.22
1584,PASSIRA,PE,NE,28972,28628,0.592,49334,50142,6375.52
1586,PAULISTA,PE,NE,329117,300466,0.732,423246,424980,12362.83
1587,PEDRA,PE,NE,22566,20944,0.567,42170,41233,9283.39
1588,PESQUEIRA,PE,NE,67047,62931,0.61,105194,97296,9526.85
1589,PETROLANDIA,PE,NE,36187,32492,0.623,93028,81222,24153.53
1590,PETROLINA,PE,NE,343865,293962,0.697,538469,480853,16670.83
1591,POCAO,PE,NE,11299,11242,0.528,23739,24018,6584.87
1592,POMBOS,PE,NE,27033,24046,0.598,50078,50727,11596.41
1593,PRIMAVERA,PE,NE,14831,13439,0.58,26052,29225,9566.63
1594,QUIPAPA,PE,NE,25896,24186,0.552,48654,50570,6669.78
1595,QUIXABA,PE,NE,6822,6739,0.577,22464,18560,6027.77
1596,RECIFE,PE,NE,1637834,1537704,0.772,4397696,4050607,29701.32
1597,RIACHO DAS ALMAS,PE,NE,20443,19162,0.57,41888,41580,7682.04
1598,RIBEIRAO,PE,NE,47209,44439,0.602,72664,74488,7861.75
1599,RIO FORMOSO,PE,NE,23440,22151,0.613,50588,48760,10590.29
1600,SAIRE,PE,NE,10103,11240,0.585,26401,26044,13012.01
1601,SALGADINHO,PE,NE,10768,9312,0.534,19449,17982,4950.11
1602,SALGUEIRO,PE,NE,60604,56629,0.669,106353,99504,12455.06
1603,SALOA,PE,NE,15823,15309,0.559,37350,35738,6987.35
1604,SANHARO,PE,NE,26026,21955,0.603,40525,40153,6729.28
1606,SANTA CRUZ DA BAIXA VERDE,PE,NE,12531,11768,0.612,2575,29774,5688.45
1607,SANTA CRUZ DO CAPIBARIBE,PE,NE,105936,87582,0.648,147367,142932,12286.0
1608,SANTA FILOMENA,PE,NE,14390,13371,0.533,31620,29593,5299.2
1609,SANTA MARIA DA BOA VISTA,PE,NE,41759,39435,0.59,64443,70376,11415.14
1610,SANTA MARIA DO CAMBUCA,PE,NE,14048,13021,0.548,27627,26304,6143.14
1611,SANTA TEREZINHA,PE,NE,11764,10991,0.593,24524,22597,5727.98
1612,SAO BENEDITO DO SUL,PE,NE,15717,13941,0.53,31519,26619,5183.63
1613,SAO BENTO DO UNA,PE,NE,58956,53242,0.593,87189,88867,13595.71
1614,SAO CAITANO,PE,NE,37119,35274,0.591,55472,52966,8570.5
1615,SAO JOAO,PE,NE,22686,21312,0.57,46229,43470,7401.53
1616,SAO JOAQUIM DO MONTE,PE,NE,21314,20488,0.537,43343,41730,6735.77
1617,SAO JOSE DA COROA GRANDE,PE,NE,21004,18180,0.608,37573,40261,8807.95
1618,SAO JOSE DO BELMONTE,PE,NE,33895,32617,0.61,59720,55232,6546.82
1619,SAO JOSE DO EGITO,PE,NE,33789,31829,0.635,61935,55960,8844.21
1620,SAO LOURENCO DA MATA,PE,NE,112362,102895,0.653,153779,141025,8845.69
1621,SAO VICENTE FERRER,PE,NE,17950,17000,0.549,38032,34306,10247.71
1622,SERRA TALHADA,PE,NE,85774,79232,0.661,134849,144478,14554.9
1623,SERRITA,PE,NE,19133,18331,0.595,43061,44901,6266.06
1624,SERTANIA,PE,NE,35761,33787,0.613,62653,64423,7641.0
1625,SIRINHAEM,PE,NE,45359,40296,0.597,71921,70874,11355.23
1626,MOREILANDIA,PE,NE,11270,11132,0.6,22470,28110,6233.82
1627,SOLIDAO,PE,NE,5993,5744,0.585,19449,18798,6204.54
1628,SURUBIM,PE,NE,64520,58515,0.635,89865,78219,10357.89
1629,TABIRA,PE,NE,28371,26427,0.605,43822,40815,7515.56
1630,TACAIMBO,PE,NE,12890,12725,0.554,25378,25737,7865.02
1631,TACARATU,PE,NE,25417,22068,0.573,41567,44199,11121.92
1632,TAMANDARE,PE,NE,23149,20715,0.593,51872,52089,10667.92
1633,TAQUARITINGA DO NORTE,PE,NE,28416,24903,0.641,44348,43274,7378.57
1634,TEREZINHA,PE,NE,7139,6737,0.545,18428,18458,6688.17
1635,TERRA NOVA,PE,NE,9983,9278,0.599,19852,23231,5684.8
1636,TIMBAUBA,PE,NE,50956,53825,0.618,99792,99154,11189.59
1637,TORITAMA,PE,NE,44254,35554,0.618,66090,61588,13557.6
1638,TRACUNHAEM,PE,NE,13724,13055,0.605,23772,25298,7779.66
1639,TRINDADE,PE,NE,30222,26116,0.595,57983,63682,9594.46
1640,TRIUNFO,PE,NE,15265,15006,0.67,34106,32226,7206.87
1641,TUPANATINGA,PE,NE,27052,24425,0.519,50990,51588,5680.27
1642,TUPARETAMA,PE,NE,8192,7925,0.634,22291,21976,7928.04
1643,VENTUROSA,PE,NE,18298,16052,0.592,38766,36004,7976.55
1644,VERDEJANTE,PE,NE,9514,9142,0.605,22688,25636,6209.42
1645,VERTENTE DO LERIO,PE,NE,7666,7873,0.563,19965,21013,7896.24
1646,VERTENTES,PE,NE,20503,18222,0.582,36342,33721,8060.14
1647,VICENCIA,PE,NE,32513,30732,0.605,60726,56014,10344.33
1648,VITORIA DE SANTO ANTAO,PE,NE,137915,129974,0.64,237398,235698,22626.1
1649,XEXEU,PE,NE,14691,14093,0.552,36161,41276,7050.31
1650,AGUA BRANCA,AL,NE,20162,19377,0.549,18550,36616,5681.26
1652,ARAPIRACA,AL,NE,230417,214006,0.649,190594,460253,16960.41
1655,BARRA DE SAO MIGUEL,AL,NE,8264,7574,0.615,26674,26635,17447.95
1658,BELO MONTE,AL,NE,6696,7030,0.517,11303,18884,10440.92
1659,BOCA DA MATA,AL,NE,27168,25776,0.604,68731,61447,10829.81
1660,BRANQUINHA,AL,NE,10529,10583,0.513,37116,26426,7017.8
1661,CACIMBINHAS,AL,NE,10730,10195,0.531,25494,24470,7354.76
1662,CAJUEIRO,AL,NE,21194,20409,0.562,51404,50203,6592.78
1663,CAMPESTRE,AL,NE,6918,6598,0.559,18416,17458,7898.41
1667,CAPELA,AL,NE,17124,17077,0.573,20024,38218,9020.26
1669,CHA PRETA,AL,NE,7319,7146,0.575,18695,18049,9140.03
1670,COITE DO NOIA,AL,NE,10744,10926,0.533,15051,24626,7171.98
1671,COLONIA LEOPOLDINA,AL,NE,21575,20019,0.517,24352,45462,10088.84
1672,COQUEIRO SECO,AL,NE,5826,5526,0.586,17379,15995,8199.8
1673,CORURIPE,AL,NE,56562,52130,0.626,96307,155384,21304.63
1675,DELMIRO GOUVEIA,AL,NE,51763,48096,0.612,68614,95382,9330.46
1676,DOIS RIACHOS,AL,NE,11054,10880,0.532,12498,24637,5956.03
1677,ESTRELA DE ALAGOAS,AL,NE,18153,17251,0.534,17985,34914,5138.61
1678,FEIRA GRANDE,AL,NE,22152,21321,0.533,30398,42984,7671.92
1679,FELIZ DESERTO,AL,NE,4729,4345,0.565,12023,16091,18196.04
1682,IBATEGUARA,AL,NE,15606,15149,0.518,16135,29940,7528.51
1683,IGACI,AL,NE,25649,25188,0.564,55439,51900,6208.0
1684,IGREJA NOVA,AL,NE,24408,23292,0.568,51910,48258,13878.15
1686,JACARE DOS HOMENS,AL,NE,5288,5413,0.583,9991,15697,8298.0
1687,JACUIPE,AL,NE,7036,6997,0.548,18936,18142,8924.27
1688,JAPARATINGA,AL,NE,8317,7754,0.57,18544,17396,11773.16
1692,JUNDIA,AL,NE,4175,4202,0.562,17303,14890,9202.87
1694,LAGOA DA CANOA,AL,NE,17934,18250,0.552,20869,40537,7094.56
1695,LIMOEIRO DE ANADIA,AL,NE,28495,26992,0.58,53510,53332,11661.23
1696,MACEIO,AL,NE,1012382,932748,0.721,1949037,1864032,20400.62
1697,MAJOR ISIDORO,AL,NE,19891,18897,0.566,41640,42444,7824.05
1698,MARAGOGI,AL,NE,32369,28749,0.574,37253,62311,17927.01
1701,MARIBONDO,AL,NE,13337,13619,0.597,19088,28194,9176.76
1703,MATA GRANDE,AL,NE,25226,24698,0.504,58136,56656,6540.7
1704,MATRIZ DE CAMARAGIBE,AL,NE,24649,23785,0.584,52057,52308,9463.86
1705,MESSIAS,AL,NE,17676,15682,0.568,50437,42244,8382.2
1707,MONTEIROPOLIS,AL,NE,7153,6935,0.539,10332,19463,6635.85
1709,NOVO LINO,AL,NE,12615,12060,0.521,29345,27116,8625.89
1710,OLHO D'AGUA DAS FLORES,AL,NE,21437,20364,0.565,51486,41711,8922.89
1711,OLHO D'AGUA DO CASADO,AL,NE,9303,8491,0.525,21756,20997,5885.65
1712,OLHO D'AGUA GRANDE,AL,NE,5117,4957,0.503,16233,16339,6301.25
1713,OLIVENCA,AL,NE,11591,11047,0.493,26939,26245,5724.49
1714,OURO BRANCO,AL,NE,11456,10912,0.547,28987,24613,5770.66
1715,PALESTINA,AL,NE,4985,5112,0.558,17027,15227,6152.33
1717,PAO DE ACUCAR,AL,NE,24446,23811,0.593,59349,55516,6467.15
1718,PARICONHA,AL,NE,10527,10264,0.548,12965,23407,5941.05
1719,PARIPUEIRA,AL,NE,13016,11347,0.605,24762,23028,9197.63
1720,PASSO DE CAMARAGIBE,AL,NE,15232,14763,0.533,17454,34696,8348.03
1721,PAULO JACINTO,AL,NE,7568,7426,0.589,17689,16667,6927.95
1724,PILAR,AL,NE,35008,33305,0.61,105998,94530,12405.24
1726,PIRANHAS,AL,NE,24891,23045,0.589,79529,68256,7205.2
1728,PORTO CALVO,AL,NE,27079,25708,0.586,29174,57068,9313.93
1729,PORTO DE PEDRAS,AL,NE,7873,8429,0.541,24639,25371,10208.66
1730,PORTO REAL DO COLEGIO,AL,NE,20018,19334,0.551,33323,31788,7159.35
1731,QUEBRANGULO,AL,NE,11342,11480,0.559,16679,33041,7396.22
1732,RIO LARGO,AL,NE,74838,68481,0.643,69360,103716,11300.99
1734,SANTA LUZIA DO NORTE,AL,NE,7272,6891,0.597,12676,18478,14843.91
1736,SANTANA DO MUNDAU,AL,NE,10755,10961,0.519,26244,24717,34978.67
1737,SAO BRAS,AL,NE,6953,6718,0.572,17805,17108,7650.43
1738,SAO JOSE DA LAJE,AL,NE,23855,22686,0.573,48603,44576,13146.14
1741,SAO MIGUEL DOS CAMPOS,AL,NE,60775,54577,0.623,80529,131268,17015.0
1743,SAO SEBASTIAO,AL,NE,34011,32010,0.549,28470,62593,8164.67
1744,SATUBA,AL,NE,13716,14603,0.66,31959,28720,8581.45
1745,SENADOR RUI PALMEIRA,AL,NE,13818,13047,0.518,18002,29490,5521.81
1746,TANQUE D'ARCA,AL,NE,6187,6122,0.555,10023,15900,6587.34
1747,TAQUARANA,AL,NE,19886,19020,0.541,44196,45502,8807.7
1749,TRAIPU,AL,NE,27632,25702,0.532,47653,41505,5652.23
1750,UNIAO DOS PALMARES,AL,NE,65461,62358,0.593,50167,101318,11687.38
1752,AMPARO DE SAO FRANCISCO,SE,NE,2368,2275,0.611,11840,10948,11432.42
1753,AQUIDABA,SE,NE,21443,20056,0.578,33395,32343,9665.11
1754,ARACAJU,SE,NE,648939,571149,0.77,1683461,1557709,24769.38
1755,ARAUA,SE,NE,10168,10878,0.595,25989,23075,9873.37
1756,AREIA BRANCA,SE,NE,18396,16857,0.579,31996,32891,8742.46
1757,BARRA DOS COQUEIROS,SE,NE,29873,24976,0.649,75536,71051,12919.39
1758,BOQUIM,SE,NE,26731,25533,0.604,43887,42214,11536.3
1759,BREJO GRANDE,SE,NE,8264,7742,0.54,17991,17135,8100.59
1760,CAMPO DO BRITO,SE,NE,17997,16749,0.621,34004,31169,8854.49
1761,CANHOBA,SE,NE,4011,3956,0.569,13945,12971,11232.98
1762,CANINDE DE SAO FRANCISCO,SE,NE,29430,24686,0.567,138065,120642,42659.99
1763,CAPELA,SE,NE,33904,30761,0.615,58408,51576,11644.1
1764,CARIRA,SE,NE,21724,20007,0.588,41361,37873,10264.84
1765,CARMOPOLIS,SE,NE,16324,13503,0.643,85878,81866,30560.91
1766,CEDRO DE SAO JOAO,SE,NE,5880,5633,0.623,13655,12112,7417.38
1767,CRISTINAPOLIS,SE,NE,18190,16519,0.553,41442,38151,8840.91
1768,CUMBE,SE,NE,3977,3813,0.604,13535,11701,9317.29
1769,DIVINA PASTORA,SE,NE,5059,4326,0.61,27635,27255,35210.35
1770,ESTANCIA,SE,NE,68804,64409,0.647,163192,155826,26864.66
1771,FEIRA NOVA,SE,NE,5567,5324,0.584,15619,13908,9197.95
1772,FREI PAULO,SE,NE,15283,13874,0.589,31801,29665,12753.55
1773,GARARU,SE,NE,11606,11405,0.564,22069,21884,8476.35
1774,GENERAL MAYNARD,SE,NE,3307,2929,0.645,12690,11453,9007.11
1775,GRACHO CARDOSO,SE,NE,5811,5645,0.577,14982,13822,9411.94
1776,ILHA DAS FLORES,SE,NE,8519,8348,0.562,19930,17373,7226.31
1777,INDIAROBA,SE,NE,17761,15831,0.58,34769,32739,8749.05
1778,ITABAIANA,SE,NE,94696,86967,0.642,140995,141954,17551.64
1779,ITABAIANINHA,SE,NE,41684,38910,0.556,71113,66010,8244.68
1780,ITABI,SE,NE,4921,4972,0.602,13296,12509,9156.8
1781,ITAPORANGA D'AJUDA,SE,NE,33994,30419,0.561,83705,76995,20607.49
1782,JAPARATUBA,SE,NE,18576,16864,0.621,86841,78960,24422.47
1783,JAPOATA,SE,NE,13085,12938,0.56,26858,24439,11153.77
1784,LAGARTO,SE,NE,103576,94861,0.625,158099,152819,12957.96
1785,LARANJEIRAS,SE,NE,29567,26902,0.642,136028,119115,37841.07
1786,MACAMBIRA,SE,NE,6877,6401,0.583,15655,15045,8467.85
1787,MALHADA DOS BOIS,SE,NE,3665,3456,0.599,14590,13778,11592.57
1788,MALHADOR,SE,NE,12581,12042,0.587,23693,20834,8904.36
1789,MARUIM,SE,NE,17153,16343,0.618,37952,33580,15427.23
1790,MOITA BONITA,SE,NE,11322,11001,0.587,22575,20730,11839.99
1791,MONTE ALEGRE DE SERGIPE,SE,NE,15120,13627,0.553,25513,25735,7087.63
1792,MURIBECA,SE,NE,7610,7344,0.626,18370,16435,17773.22
1793,NEOPOLIS,SE,NE,18735,18506,0.589,36416,33081,12184.83
1794,NOSSA SENHORA APARECIDA,SE,NE,8783,8508,0.577,19015,17359,15922.34
1795,NOSSA SENHORA DA GLORIA,SE,NE,36514,32497,0.587,57572,58960,15319.86
1796,NOSSA SENHORA DAS DORES,SE,NE,26460,24580,0.6,50802,42723,11021.3
1797,NOSSA SENHORA DE LOURDES,SE,NE,6470,6238,0.598,13603,13751,8530.29
1798,NOSSA SENHORA DO SOCORRO,SE,NE,181503,160827,0.664,230201,214607,14509.44
1799,PACATUBA,SE,NE,14347,13137,0.555,37192,33595,12589.62
1800,PEDRA MOLE,SE,NE,3236,2974,0.593,13213,11669,9246.54
1801,PEDRINHAS,SE,NE,9538,8833,0.592,19015,17097,7696.57
1802,PINHAO,SE,NE,6523,5973,0.583,16602,14536,9098.38
1803,PIRAMBU,SE,NE,9199,8369,0.603,47398,47669,10516.47
1804,POCO REDONDO,SE,NE,34412,30880,0.529,57436,52421,7247.48
1805,POCO VERDE,SE,NE,23586,21983,0.561,36480,35277,9620.95
1806,PORTO DA FOLHA,SE,NE,28497,27146,0.568,47535,45265,7891.89
1807,PROPRIA,SE,NE,29559,28451,0.661,52462,49467,15245.21
1808,RIACHAO DO DANTAS,SE,NE,19800,19386,0.539,38585,35609,9008.33
1809,RIACHUELO,SE,NE,10140,9355,0.617,24892,22774,15613.86
1810,RIBEIROPOLIS,SE,NE,18528,17173,0.613,34406,30662,12739.86
1812,SALGADO,SE,NE,19970,19365,0.609,34474,30878,8318.45
1813,SANTA LUZIA DO ITANHY,SE,NE,13947,12969,0.545,37366,32886,12054.53
1814,SANTANA DO SAO FRANCISCO,SE,NE,7714,7038,0.59,16094,14335,7284.59
1815,SANTA ROSA DE LIMA,SE,NE,3904,3749,0.592,14890,13249,11377.77
1816,SANTO AMARO DAS BROTAS,SE,NE,12051,11410,0.637,24148,21979,9591.59
1817,SAO CRISTOVAO,SE,NE,89027,78864,0.662,98582,98538,9912.72
1818,SAO DOMINGOS,SE,NE,11065,10271,0.588,20130,16954,11445.58
1819,SAO FRANCISCO,SE,NE,3987,3393,0.587,13607,11926,8232.2
1820,SAO MIGUEL DO ALEIXO,SE,NE,3913,3698,0.567,13029,11474,9358.52
1821,SIMAO DIAS,SE,NE,40486,38702,0.604,63084,65886,11645.89
1822,SIRIRI,SE,NE,8813,8004,0.609,26745,28272,17535.03
1823,TELHA,SE,NE,3204,2957,0.604,13482,11992,9075.43
1824,TOBIAS BARRETO,SE,NE,51843,48040,0.557,74642,71742,8244.82
1825,TOMAR DO GERU,SE,NE,13061,12855,0.551,26915,29308,7573.26
1826,UMBAUBA,SE,NE,25033,22434,0.579,42774,41970,9831.68
1827,ABAIRA,BA,NE,8767,8316,0.603,18587,18464,5982.15
1828,ABARE,BA,NE,19814,17064,0.575,35979,34294,6139.26
1829,ACAJUTIBA,BA,NE,15129,14653,0.582,26178,23660,7440.47
1830,ADUSTINA,BA,NE,16784,15702,0.546,26580,25476,9348.64
1831,AGUA FRIA,BA,NE,16901,15731,0.55,32296,30906,6280.94
1832,ERICO CARDOSO,BA,NE,10662,10859,0.584,21128,21626,4536.13
1834,ALAGOINHAS,BA,NE,150832,141949,0.683,279739,262150,17715.35
1835,ALCOBACA,BA,NE,22449,21271,0.608,50991,52578,10091.01
1836,ALMADINA,BA,NE,5566,6357,0.563,14182,13993,9436.99
1837,AMARGOSA,BA,NE,37031,34351,0.625,56634,53977,8373.41
1838,AMELIA RODRIGUES,BA,NE,25224,25190,0.666,44486,39831,10003.74
1839,AMERICA DOURADA,BA,NE,16097,15961,0.561,34091,33313,6132.5
1840,ANAGE,BA,NE,18194,25516,0.54,39814,37796,7826.46
1841,ANDARAI,BA,NE,13153,13960,0.555,31914,30961,6435.43
1843,ANGICAL,BA,NE,14017,14073,0.625,30004,27762,8585.54
1844,ANGUERA,BA,NE,11142,10242,0.589,22120,20480,5397.33
1846,ANTONIO CARDOSO,BA,NE,11691,11554,0.561,23147,22743,8013.61
1847,ANTONIO GONCALVES,BA,NE,11715,11015,0.598,23408,20993,5240.7
1848,APORA,BA,NE,17673,17731,0.548,33596,30460,5826.79
1851,ARACAS,BA,NE,12143,11561,0.57,42948,39949,21094.57
1852,ARACI,BA,NE,54099,51651,0.534,94960,94333,6528.06
1853,ARAMARI,BA,NE,11332,10036,0.588,22105,19582,6565.47
1854,ARATACA,BA,NE,11079,10392,0.559,26112,24123,8434.36
1855,ARATUIPE,BA,NE,8813,8599,0.575,17364,15739,6963.33
1856,AURELINO LEAL,BA,NE,11774,13595,0.568,28122,26580,8153.32
1857,BAIANOPOLIS,BA,NE,13824,13850,0.589,30620,29056,8253.48
1858,BAIXA GRANDE,BA,NE,20488,20060,0.585,38505,34873,6269.79
1859,BANZAE,BA,NE,13217,11814,0.579,23709,22685,5551.3
1860,BARRA,BA,NE,53231,49325,0.557,96227,90632,6138.69
1861,BARRA DA ESTIVA,BA,NE,20813,21187,0.575,39515,36586,10128.09
1862,BARRA DO CHOCA,BA,NE,32018,34788,0.551,70186,66972,12699.14
1863,BARRA DO MENDES,BA,NE,13900,13987,0.63,29748,28031,5943.85
1864,BARRA DO ROCHA,BA,NE,5821,6313,0.577,17029,15106,10075.47
1865,BARREIRAS,BA,NE,153831,137427,0.721,317314,300094,24145.84
1866,BARRO ALTO,BA,NE,14802,13612,0.607,28689,28289,5165.68
1868,BARRO PRETO,BA,NE,5743,6453,0.602,18997,16411,8460.46
1870,BELO CAMPO,BA,NE,17317,16021,0.575,37888,35901,5738.2
1871,BIRITINGA,BA,NE,15975,14836,0.538,31271,30079,6386.57
1873,BOA VISTA DO TUPIM,BA,NE,18622,17991,0.551,39688,35533,5958.82
1875,BOM JESUS DA SERRA,BA,NE,9942,10113,0.546,22651,20758,4827.05
1876,BONINAL,BA,NE,14288,13695,0.612,26774,23979,5489.58
1878,BOQUIRA,BA,NE,21520,22037,0.603,39103,40705,5748.27
1879,BOTUPORA,BA,NE,10300,11154,0.575,26934,28031,7133.34
1880,BREJOES,BA,NE,14370,14282,0.597,31432,31779,8660.27
1881,BREJOLANDIA,BA,NE,10493,11077,0.592,21757,19064,7572.97
1882,BROTAS DE MACAUBAS,BA,NE,10341,10717,0.57,27950,25519,5588.57
1883,BRUMADO,BA,NE,67048,64602,0.656,127480,124960,16615.31
1884,BUERAREMA,BA,NE,18391,18605,0.613,29283,29514,11206.68
1885,BURITIRAMA,BA,NE,21067,19600,0.565,39773,37751,5237.3
1886,CAATIBA,BA,NE,7043,11420,0.561,20993,20461,6405.77
1888,CACHOEIRA,BA,NE,33861,32026,0.647,51220,49681,12999.5
1889,CACULE,BA,NE,23045,22236,0.637,37682,35234,9657.64
1890,CAEM,BA,NE,9372,10368,0.546,26516,24140,7976.68
1892,CAETITE,BA,NE,50861,47515,0.625,105484,110337,13820.41
1893,CAFARNAUM,BA,NE,18356,17209,0.584,35520,34238,7428.7
1895,CALDEIRAO GRANDE,BA,NE,13260,12491,0.573,29279,27793,6347.01
1896,CAMACAN,BA,NE,31968,31472,0.581,52181,48798,8031.53
1898,CAMAMU,BA,NE,35248,35180,0.565,61773,57707,9404.6
1899,CAMPO ALEGRE DE LOURDES,BA,NE,28844,28090,0.557,50190,47817,6128.45
1900,CAMPO FORMOSO,BA,NE,70912,66616,0.586,135680,113143,8502.25
1901,CANAPOLIS,BA,NE,9719,9410,0.565,22150,20700,5972.38
1902,CANARANA,BA,NE,26020,24067,0.587,43730,39894,6287.94
1905,CANDEIAS,BA,NE,86677,83158,0.691,270937,245498,38121.89
1906,CANDIBA,BA,NE,14268,13210,0.591,24435,19317,6454.53
1907,CANDIDO SALES,BA,NE,25332,27918,0.601,54329,49418,6352.63
1908,CANSANCAO,BA,NE,34784,32908,0.557,58605,57529,6960.41
1909,CANUDOS,BA,NE,16752,15732,0.562,33956,30087,6370.86
